会社名,担当者名,メールアドレス,電話番号,URL,業種,ステータス,メモ
慶誠寺湯堂サウナ寺ス(サウナテラス),,,03-3876-0016,https://live.nicovideo.jp/watch/lv335488439,サウナ・温浴施設,未着手,北海道
カミホロ荘,,,0167-45-2970,http://tokachidake.com/kamihoro/,サウナ・温浴施設,未着手,北海道
グランドブリッセンホテル定山渓,,grandblissen@hamano-hotels.co.jp,0120-489-353,https://www.grandblissen.jp/,サウナ・温浴施設,未着手,北海道
常呂川の湯 ドーミーイン北見,,inn-kitami@dormy-hotels.com,0157-23-5489,http://www.hotespa.net/hotels/kitami/,サウナ・温浴施設,未着手,北海道
とままえ温泉ふわっと,,,0164-64-2810,https://fuwatt2810.info/,サウナ・温浴施設,未着手,北海道
のんたの湯,,,0157-67-6111,http://kousya.sakura.ne.jp/nonta.html,サウナ・温浴施設,未着手,北海道
ホテル美し乃湯温泉,,,0165-29-2611,http://www.2611.jp/,サウナ・温浴施設,未着手,北海道
天然温泉 七重浜の湯,,,0138-49-4411,https://www.hakobura.jp/spots/455,サウナ・温浴施設,未着手,北海道
ぬくもりの宿 ふる川,,,011-598-2345,http://www.yado-furu.com/,サウナ・温浴施設,未着手,北海道
SAPPORO STREAM HOTEL,,,011-206-1099,https://www.streamhotel.co.jp/sapporo/,サウナ・温浴施設,未着手,北海道
樽前の湯 ドーミーイン苫小牧,,inn-tomakomai@dormy-hotels.com,0144-32-5489,http://www.hotespa.net/hotels/tomakomai/,サウナ・温浴施設,未着手,北海道
小樽朝里クラッセホテル,,,0134-52-3800,http://www.classe-hotel.com/,サウナ・温浴施設,未着手,北海道
生田原温泉 ホテル ノースキング,,webmaster@northking.jp,0158-45-2336,http://www.northking.jp/,サウナ・温浴施設,未着手,北海道
エスコンフィールドHOKKAIDOホテル 北広島駅前,,,050-1721-1414,https://staytuned.asia/ja/brands/esconfield-hokkaido-hotel/hotels/efh,サウナ・温浴施設,未着手,北海道
ルスツリゾートホテル サウスウイング大浴場,,,0136-46-3111,https://rusutsu.com/onsen-wellness/south-wing-public-bath,サウナ・温浴施設,未着手,北海道
静内温泉,,info@shizunai-onsen.jp,0146-44-2111,http://shizunai-onsen.jp/,サウナ・温浴施設,未着手,北海道
樹海温泉ほべつ,,portal_m@d.css,0145-45-3779,http://www.town.mukawa.lg.jp/5593.htm,サウナ・温浴施設,未着手,北海道
うらかわ優駿ビレッジアエル,,,0146-28-2111,http://aeru-urakawa.co.jp/,サウナ・温浴施設,未着手,北海道
ホテルノイシュロス小樽,,,0134-22-9111,https://www.neuschloss.com/,サウナ・温浴施設,未着手,北海道
洞爺 湖畔亭,,,0142-75-2211,https://www.toya-kohantei.com/,サウナ・温浴施設,未着手,北海道
ニセコノーザンリゾート・アンヌプリ,,,0136-58-3311,http://www.niseko-northern.com/,サウナ・温浴施設,未着手,北海道
ホテル函館ひろめ荘,,,0138-25-6111,http://www.hotel-hiromeso.grats.jp/,サウナ・温浴施設,未着手,北海道
むろらん温泉ゆらら,,,0143-27-4126,http://www.circle-city.ne.jp/yurara/index.html,サウナ・温浴施設,未着手,北海道
北湯沢温泉郷 湯元ホロホロ山荘,,,0570-026-574,http://www.horohoro-sanso.com/,サウナ・温浴施設,未着手,北海道
赤井川カルデラ温泉・保養センター,,,0135-34-6441,http://akaigawa-onsen.com/,サウナ・温浴施設,未着手,北海道
なよろ温泉サンピラー,,,,http://www.nayoro.co.jp/sunpillar/,サウナ・温浴施設,未着手,北海道
十勝幕別温泉 グランヴィリオホテル,,,0155-56-2121,http://www.route-inn.co.jp/gv/tokachi/,サウナ・温浴施設,未着手,北海道
アパホテル&リゾート 札幌,,,011-571-3111,http://www.apahotel.com/hotel/hokkaido/04_resort-sapporo/index.html,サウナ・温浴施設,未着手,北海道
温泉旅館矢野,,,0139-42-2525,http://www.matsumae-yano.com/,サウナ・温浴施設,未着手,北海道
幸鐘の湯 ドーミーイン東室蘭,,inn-higashimuroran@dormy-hotels.com,0143-41-5489,http://www.hotespa.net/hotels/higashimuroran/,サウナ・温浴施設,未着手,北海道
新十津川温泉グリーンパークしんとつかわ,,greenpark-shintotu@tuba.ocn.ne.jp,0125-76-4125,https://miryokugp.com/,サウナ・温浴施設,未着手,北海道
ルスツグランドキャビン,,rusutsu.grand.cabin@gmail.com,050-3483-1394,https://bijousuites.airhost.co/ja/houses/183730,サウナ・温浴施設,未着手,北海道
舞鶴サウナ,,,080-7724-0151,https://coubic.com/maizurusauna,サウナ・温浴施設,未着手,北海道
しょさんべつ温泉 ホテル 岬の湯,,,0164-67-2031,http://www.misakinoyu.com/,サウナ・温浴施設,未着手,北海道
浦臼温泉,,,0125-68-2727,http://www.town.urausu.hokkaido.jp/syoukai/syukuhaku.html,サウナ・温浴施設,未着手,北海道
阿寒丹頂の里 サークルハウス赤いベレー,,akaibere@akan.jp,0154-66-2330,https://www.akan.jp/hotsprings,サウナ・温浴施設,未着手,北海道
翠蝶館,,,011-595-3330,http://suichokan.com/,サウナ・温浴施設,未着手,北海道
ホテルエミオン 札幌,,,011-374-6627,https://www.hotelemion-sapporo.jp/,サウナ・温浴施設,未着手,北海道
ルスツリゾート 雪中テントサウナ&かまくら外気浴,,,0136-46-3332,https://rusutsu.com/winter-activities/kamakura-sauna/,サウナ・温浴施設,未着手,北海道
ハイランド ふらの,,,0167-22-5700,http://highland-furano.jp/,サウナ・温浴施設,未着手,北海道
高齢者健康福祉センター・いきいき館,,,0125-77-2241,http://www.town.uryu.hokkaido.jp/soshiki/fukushi/genkimura.html,サウナ・温浴施設,未着手,北海道
ニセコ温泉郷 いこいの湯宿 いろは,,,0136-58-3111,http://www.niseko-iroha.com/,サウナ・温浴施設,未着手,北海道
余市ヴィンヤードグランピング,,yoichi_vineyard@nuy.jp,011-839-8740,https://yoichivineyard.jp/,サウナ・温浴施設,未着手,北海道
定山渓 ゆらく草庵,,yuraku-soan@dormy-hotels.com,,https://www.hotespa.net/hotels/yurakusoan/,サウナ・温浴施設,未着手,北海道
函館伏白稲荷温泉,,,0138-33-4567,https://www.hakodate-fushishiro.com/hotspring,サウナ・温浴施設,未着手,北海道
HOTEL TAITO,,,0154-64-3111,https://hotel-taito.com/,サウナ・温浴施設,未着手,北海道
The North End,,,,https://www.instagram.com/sauna_northend/,サウナ・温浴施設,未着手,北海道
そととまり,,info@sototomari.com,093-383-0939,https://sototomari.com/glamping/sototomari_obihiro/,サウナ・温浴施設,未着手,北海道
層雲峡 朝陽亭,,,0570-026-572,http://www.choyotei.com/,サウナ・温浴施設,未着手,北海道
パンケの湯,,,0125-62-2526,http://www.pankenoyu.com/,サウナ・温浴施設,未着手,北海道
旭温泉,,,,http://asahi-onsen.cocolog-nifty.com/blog/,サウナ・温浴施設,未着手,北海道
Ashibetsu Star Glamping,,,,http://ashibetsu-starglamping.com/,サウナ・温浴施設,未着手,北海道
トーヨーグランドホテル,,,0153-73-1234,http://www.toyo-hotel.jp/,サウナ・温浴施設,未着手,北海道
道の駅 はぼろ温泉サンセットプラザ,,,0164-62-3800,http://sunset-plaza.com/,サウナ・温浴施設,未着手,北海道
安平町ぬくもりの湯,,,0145-25-2968,https://www.town.abira.lg.jp/midokoro/nukumori,サウナ・温浴施設,未着手,北海道
ガーデンスパ十勝川温泉,,,0155-46-2447,http://www.tokachigawa.jp/,サウナ・温浴施設,未着手,北海道
繁次郎温泉,,,0139-54-5454,http://esashi-fukushikai.com/eq/eq-onsen.html,サウナ・温浴施設,未着手,北海道
ウォーターゲート 札幌,,,011-511-0067,http://www.napo-ing.com/hotel/list/watergate-sapporo/,サウナ・温浴施設,未着手,北海道
湯の川温泉 ホテル雨宮館,,,0138-59-1515,http://www.amamiyakan.net/,サウナ・温浴施設,未着手,北海道
ホテル・ラ・グラース,,,011-893-5656,https://www.sapporo-mig.co.jp/la_grace/,サウナ・温浴施設,未着手,北海道
十勝川モール温泉 清寂房,,,0155-65-0805,https://www.seijyakubow.jp/,サウナ・温浴施設,未着手,北海道
サロマ湖 鶴雅リゾート,,,0152-54-2000,http://www.s-tsuruga.com/,サウナ・温浴施設,未着手,北海道
湯の沢温泉 森の四季,,,0167-56-2311,https://www.yunosawa.com/,サウナ・温浴施設,未着手,北海道
あいべつ協和温泉 (湯元 協和温泉),,,,https://kyouwaonsen.com/onsen.html,サウナ・温浴施設,未着手,北海道
剣淵温泉レークサイド桜岡,,info@kenbuchi.jp,0165-34-3100,http://www.kenbuchi.jp,サウナ・温浴施設,未着手,北海道
みどりヶ丘温泉サウナホテル,,mi@m.nifty.jp,0155-22-6787,http://mid.c.ooco.jp/,サウナ・温浴施設,未着手,北海道
雲海の里かもい岳,,,0125-74-7070,https://www.kamoidake.co.jp/,サウナ・温浴施設,未着手,北海道
TAPKOP,,tapkop@kussharo.co.jp,050-3174-7355,https://tapkop.com/,サウナ・温浴施設,未着手,北海道
十勝川温泉 笹井ホテル,,,0155-46-2211,http://www.sasaihotel.com/,サウナ・温浴施設,未着手,北海道
浜益保養センター(浜益温泉),,shakyo@ishikari-shakyo.org,0133-79-3617,http://ishikari-shakyo.org/care-center/hamamasu-onsen/,サウナ・温浴施設,未着手,北海道
すいせん(新日本海フェリー),,,03-5532-1101,http://www.snf.jp/,サウナ・温浴施設,未着手,北海道
洞爺観光ホテル,,,0142-75-2111,http://www.toyakanko.com/,サウナ・温浴施設,未着手,北海道
GUEST HOUSE ROMAN,,,090-2250-7142,https://www.roman03.com/,サウナ・温浴施設,未着手,北海道
網走ロイヤルホテル(サウナ&風呂のはまなす),,,0152-43-1888,http://abashiri-royal.jp/,サウナ・温浴施設,未着手,北海道
てしお温泉夕映,,,,https://teshiospayubae.com/higaeri/,サウナ・温浴施設,未着手,北海道
洞爺湖の神と中島,,,,https://airbnb.com/h/laketoya-nakajima/,サウナ・温浴施設,未着手,北海道
PRIVATE SAUNA @ 北海道クラシックゴルフクラブ,,,0145-22-4101,https://www.hcgc.co.jp/c-sauna,サウナ・温浴施設,未着手,北海道
ポルトム インターナショナル 北海道,,,0123-45-6012,https://www.portom.jp/jp/,サウナ・温浴施設,未着手,北海道
びふか温泉,,,,https://www.bifukaonsen.com/,サウナ・温浴施設,未着手,北海道
豊富温泉ふれあいセンター,,,0162-82-1777,http://toyotomi-onsen.com/,サウナ・温浴施設,未着手,北海道
ニュー銭湯 豊川,,,0144-73-2684,http://toyokawayu.crayonsite.com,サウナ・温浴施設,未着手,北海道
ニドムクラシックコース,,sample@mail.com,0144-55-1888,https://www.nidomcc.jp/,サウナ・温浴施設,未着手,北海道
うたのぼりグリーンパークホテル,,greenpark@esashi.biz,0163-68-3101,http://greenpark.esashi.biz/,サウナ・温浴施設,未着手,北海道
望楼 NOGUCHI 登別,,,0570-026-570,http://www.bourou.com/,サウナ・温浴施設,未着手,北海道
糠平温泉 中村屋,,,,http://nukabira-nakamuraya.com/,サウナ・温浴施設,未着手,北海道
ホテルハシモト,,,011-231-1123,http://www.hotel-hashimoto.com/,サウナ・温浴施設,未着手,北海道
ゆったりかん,,yuttarikan@dormy.co.jp,0164-56-9111,https://yuttari-kan.com/,サウナ・温浴施設,未着手,北海道
ペコレラ学舎,,pekolela.yakumo@gmail.com,090-1230-2808,https://bio.site/pekolela,サウナ・温浴施設,未着手,北海道
THE TOYA,,,080-3296-4944,https://the-toya.com/,サウナ・温浴施設,未着手,北海道
緑清荘,,,0152-25-2281,http://www.ryokuseisou.com/,サウナ・温浴施設,未着手,北海道
ホテルマルエー温泉,,info@aurens.or.jp,0153-73-3815,http://www.aurens.or.jp/~maruei/,サウナ・温浴施設,未着手,北海道
小清水温泉ふれあいセンター,,,0152-62-3020,https://r.goope.jp/fureaicenter/,サウナ・温浴施設,未着手,北海道
はまとんべつ温泉ウイング,,,,http://www.hotel-wing.jp/,サウナ・温浴施設,未着手,北海道
温泉ホテル きたひやま,,,0137-84-4120,http://www.hotel-kitahiyama.com/,サウナ・温浴施設,未着手,北海道
木ニセコ,,stay@kiniseko.com,0136-22-2121,http://www.kiniseko.com/,サウナ・温浴施設,未着手,北海道
ホテルJALシティ札幌 中島公園,,info@oooo.co.jp,011-521-2580,https://www.sapporo-nakajimapark.hoteljalcity.com/,サウナ・温浴施設,未着手,北海道
ホテルニュー幸林,,new-kohrin@esashi.biz,0163-62-4040,http://newkohrin.esashi.biz,サウナ・温浴施設,未着手,北海道
望楼NOGUCHI函館,,,0138-59-3556,http://www.bourou-hakodate.com/,サウナ・温浴施設,未着手,北海道
湯の元温泉旅館,,,,http://hkkomplex.wixsite.com/yunomoto-onsen,サウナ・温浴施設,未着手,北海道
ホテルルートインGrand室蘭,,,050-5576-7700,https://www.route-inn.co.jp/search/hotel/index_hotel_id_666,サウナ・温浴施設,未着手,北海道
温泉ホテル 八雲遊楽亭,,info@yurakutei.co.jp,0137-63-4126,http://www.yurakutei.co.jp/,サウナ・温浴施設,未着手,北海道
早来カントリー倶楽部,,,0145-22-3010,http://hayakitacc.com/,サウナ・温浴施設,未着手,北海道
小樽グランベルホテル,,otaru@granbellhotel.jp,011-299-1875,https://www.granbellhotel.jp/otaru/,サウナ・温浴施設,未着手,北海道
あかん湖 鶴雅ウイングス,,xxx@xxx.xxx,0154-67-4000,https://www.tsurugawings.com/,サウナ・温浴施設,未着手,北海道
OMO5小樽 by 星野リゾート,,,0570-073-022,https://hoshinoresorts.com/ja/hotels/omo5otaru/,サウナ・温浴施設,未着手,北海道
支笏湖第一寶亭留 翠山亭,,,0123-25-2323,http://www.jyozankei-daiichi.co.jp/shikotsuko/index.html,サウナ・温浴施設,未着手,北海道
俄虫温泉旅館,,,0139-67-2211,http://primenet2010.biz/gamushi/,サウナ・温浴施設,未着手,北海道
紋別プリンスホテル,,,0158-23-5411,http://www.mombetsu-prince.com/,サウナ・温浴施設,未着手,北海道
稚内グランドホテル,,,0162-22-4141,http://www.wakkanai-g-hotel.jp/,サウナ・温浴施設,未着手,北海道
プレミアホテル-TSUBAKI-札幌,,,011-821-1111,https://premier.kenhotels.com/sapporo/,サウナ・温浴施設,未着手,北海道
ルートイングランティア 函館駅前,,,0138-21-4100,http://www.hotel-grantia.co.jp/hakodate-st/,サウナ・温浴施設,未着手,北海道
クローバーハウス西春別温泉,,,0153-77-1170,https://clover-house.eyado.net/,サウナ・温浴施設,未着手,北海道
Skye Niseko,,,0136-55-6414,https://www.skyeniseko.com/ja/,サウナ・温浴施設,未着手,北海道
いわない温泉 高島旅館,,,0135-61-2222,http://www.iwanai-takashima.com/,サウナ・温浴施設,未着手,北海道
帯広リゾートホテル,,info@tokachigawa.net,0155-42-2220,http://www.tokachigawa.net/spa/stay/obihiro_resort.html,サウナ・温浴施設,未着手,北海道
休暇村支笏湖,,,0123-25-2201,http://www.qkamura.or.jp/shikotsu/,サウナ・温浴施設,未着手,北海道
ポンピラ・アクア・リズイング,,,,https://sauna-ikitai.stores.jp/,サウナ・温浴施設,未着手,北海道
ニッコースタイルニセコ HANAZONO,,info@nisekohanazono.nikkostyle.jp,0136-55-6110,https://nisekohanazono.nikkostyle.jp/,サウナ・温浴施設,未着手,北海道
北海道クラシックゴルフクラブ,,,0145-22-4101,http://hcgc.jp/,サウナ・温浴施設,未着手,北海道
章月グランドホテル,,,0570-026-575,http://www.shogetsugrand.com/,サウナ・温浴施設,未着手,北海道
FEELD GOOD FES(LOVE SAUNA FES),,info@feeld-good.jp,011-623-8588,https://www.feeld-good.jp/,サウナ・温浴施設,未着手,北海道
森のテントサウナ「SNOWY」in ニセコ,,,090-2050-0081,https://savebleu.amebaownd.com/,サウナ・温浴施設,未着手,北海道
リブマックスリゾート知床シーフロント(旧:羅臼の宿まるみ),,,0153-88-1313,https://www.livemax-resort.com/hokkaido/shiretoko_sf/,サウナ・温浴施設,未着手,北海道
ホテル シエロ,,,011-863-1001,https://www.hotenavi.com/hotelcielo/,サウナ・温浴施設,未着手,北海道
らべんだあ(新日本海フェリー),,,066-345-2921,https://www.snf.jp/ship/ship_lavender/facilities/#daiyokuzyo,サウナ・温浴施設,未着手,北海道
海の別邸 ふる川,,,0144-87-6111,http://www.kokorono-resort.com/,サウナ・温浴施設,未着手,北海道
札幌グランドホテル,,,011-261-3311,https://grand1934.com,サウナ・温浴施設,未着手,北海道
ホテル森夢,,,0158-87-2000,http://hotelrimu.com/,サウナ・温浴施設,未着手,北海道
